a,b,c,d
78.6,70.3,384.7,-70.2618320610687
34.1,47.0,183.4,-46.91202346041056
16.3,11.7,76.9,-11.515950920245398
67.8,59.9,331.09999999999997,-59.855752212389376
8.1,35.7,68.1,-35.32962962962963
97.1,50.5,438.9,-50.46910401647786
19.3,67.6,144.8,-67.44455958549223
7.4,79.1,108.69999999999999,-78.69459459459459
98.6,13.0,407.4,-12.969574036511156
48.9,72.1,267.7,-72.03865030674847
86.2,82.7,427.5,-82.66519721577727
92.3,80.8,450.0,-80.76749729144095
72.0,50.2,338.2,-50.15833333333334
24.3,42.7,139.9,-42.57654320987655
18.6,20.3,94.7,-20.138709677419357
85.8,12.5,355.7,-12.465034965034965
19.5,12.4,90.4,-12.246153846153847
26.0,41.5,145.5,-41.38461538461539
45.3,30.1,211.29999999999998,-30.033774834437086
20.9,98.7,182.3,-98.55645933014354
10.3,11.8,53.0,-11.50873786407767
54.8,21.3,240.5,-21.245255474452556
11.2,7.5,52.3,-7.232142857142857
7.4,68.9,98.5,-68.4945945945946
28.1,74.7,187.10000000000002,-74.59323843416371
76.1,78.8,383.2,-78.76057818659658
14.9,48.1,107.7,-47.89865771812081
15.9,64.7,128.3,-64.51132075471699
91.4,89.3,454.90000000000003,-89.2671772428884
30.6,2.6,125.0,-2.5019607843137255
54.1,3.2,219.6,-3.1445471349353054
74.1,88.9,385.29999999999995,-88.8595141700405
86.0,17.4,361.4,-17.365116279069767
72.8,4.7,295.9,-4.658791208791209
36.7,23.9,170.70000000000002,-23.81825613079019
10.3,83.4,124.60000000000001,-83.10873786407768
29.9,75.0,194.6,-74.89966555183946
60.8,1.4,244.6,-1.350657894736842
60.3,91.5,332.7,-91.45024875621891
40.6,58.1,220.5,-58.026108374384236
6.0,73.1,97.1,-72.6
97.7,30.1,420.90000000000003,-30.069293756397137
94.2,54.4,431.2,-54.368152866242035
4.8,6.9,26.1,-6.275
42.6,22.4,192.8,-22.32957746478873
91.1,35.8,400.2,-35.76706915477497
84.0,35.2,371.2,-35.16428571428572
91.1,23.3,387.7,-23.267069154774973
59.7,54.0,292.8,-53.949748743718594
3.0,47.6,59.6,-46.6
53.6,17.0,231.4,-16.94402985074627
12.3,97.3,146.5,-97.0560975609756
86.0,63.0,407.0,-62.96511627906977
77.3,43.8,353.0,-43.761190168175936
61.5,97.7,343.7,-97.65121951219513
19.7,58.3,137.1,-58.14771573604061
32.7,80.4,211.20000000000002,-80.30825688073395
1.1,71.9,76.30000000000001,-69.17272727272727
80.9,76.3,399.90000000000003,-76.2629171817058
6.8,76.4,103.60000000000001,-75.95882352941177
50.7,3.0,205.8,-2.940828402366864
56.7,79.2,306.0,-79.14708994708995
32.8,86.0,217.2,-85.90853658536585
63.0,40.0,292.0,-39.95238095238095
44.3,79.6,256.79999999999995,-79.53227990970655
2.8,96.1,107.3,-95.02857142857142
46.0,86.7,270.7,-86.63478260869566
19.1,57.1,133.5,-56.94293193717277
71.0,91.5,375.5,-91.45774647887323
85.9,88.2,431.8,-88.165075669383
91.8,14.3,381.5,-14.26732026143791
94.9,76.9,456.5,-76.86838777660697
8.2,52.1,84.9,-51.734146341463415
69.1,77.0,353.4,-76.95658465991318
9.6,37.1,75.5,-36.7875
90.1,59.0,419.4,-58.96670366259711
52.8,52.0,263.2,-51.94318181818182
28.3,13.1,126.3,-12.99399293286219
19.7,5.5,84.3,-5.347715736040609
95.1,38.3,418.7,-38.26845425867508
75.8,8.4,311.59999999999997,-8.36042216358839
47.1,61.1,249.5,-61.03630573248408
72.0,62.6,350.6,-62.55833333333334
77.1,65.8,374.2,-65.76108949416341
42.8,62.2,233.39999999999998,-62.12990654205608
64.1,80.3,336.7,-80.25319812792512
58.8,68.6,303.79999999999995,-68.54897959183673
64.5,94.0,352.0,-93.95348837209302
69.7,68.0,346.8,-67.95695839311334
86.1,67.9,412.29999999999995,-67.86515679442509
77.2,7.8,316.6,-7.761139896373057
6.4,6.7,32.300000000000004,-6.23125
15.2,69.3,130.1,-69.10263157894737
24.8,11.8,111.0,-11.679032258064517
5.8,11.9,35.1,-11.382758620689655
33.2,60.3,193.10000000000002,-60.209638554216866
96.9,9.3,396.90000000000003,-9.269040247678019
87.0,3.1,351.1,-3.0655172413793106
47.0,85.1,273.1,-85.03617021276595
82.7,10.5,341.3,-10.463724304715841
60.5,63.3,305.3,-63.25041322314049
38.4,45.6,199.2,-45.521875
42.6,94.6,265.0,-94.52957746478873
27.0,99.1,207.1,-98.98888888888888
5.7,64.8,87.6,-64.27368421052631
47.6,23.4,213.8,-23.336974789915963
18.4,25.5,99.1,-25.33695652173913
81.8,33.7,360.9,-33.663325183374084
53.5,49.1,263.1,-49.04392523364486
98.4,43.0,436.6,-42.96951219512195
66.0,33.0,297.0,-32.95454545454545
51.6,84.5,290.9,-84.44186046511628
2.3,85.1,94.3,-83.79565217391304
43.9,49.8,225.39999999999998,-49.731662870159454
24.1,50.6,147.0,-50.47551867219917
79.1,82.0,398.4,-81.96207332490518
25.5,19.9,121.9,-19.78235294117647
33.0,84.7,216.7,-84.60909090909091
18.6,22.7,97.10000000000001,-22.538709677419355
86.9,36.2,383.8,-36.165477560414274
96.4,94.4,480.0,-94.3688796680498
28.9,66.0,181.6,-65.8961937716263
39.7,41.3,200.10000000000002,-41.22443324937027
17.2,7.3,76.1,-7.125581395348837
39.4,92.9,250.5,-92.82385786802031
72.3,99.0,388.2,-98.95850622406638
98.5,63.0,457.0,-62.96954314720812
92.5,70.0,440.0,-69.96756756756757
69.1,19.8,296.2,-19.75658465991317
89.6,71.8,430.2,-71.76651785714286
73.9,18.8,314.40000000000003,-18.75940460081191
51.8,22.5,229.7,-22.442084942084943
46.8,89.1,276.29999999999995,-89.03589743589743
64.7,90.9,349.70000000000005,-90.85363214837713
99.9,17.7,417.3,-17.66996996996997
33.7,12.2,147.0,-12.110979228486647
59.1,24.8,261.2,-24.749238578680202
98.3,90.5,483.7,-90.46948118006104
6.0,11.4,35.4,-10.9
67.8,68.6,339.79999999999995,-68.55575221238938
34.9,61.7,201.3,-61.61404011461318
25.3,21.1,122.30000000000001,-20.98142292490119
87.9,20.4,372.0,-20.365870307167235
93.9,56.3,431.90000000000003,-56.26805111821086
56.8,70.1,297.29999999999995,-70.04718309859155
99.3,82.4,479.6,-82.36978851963747
26.0,59.3,163.3,-59.184615384615384
92.9,37.7,409.3,-37.66770721205598
14.8,60.4,119.6,-60.1972972972973
2.9,53.4,65.0,-52.36551724137931
72.4,99.1,388.70000000000005,-99.0585635359116
37.4,89.1,238.7,-89.01978609625668
85.3,85.8,427.0,-85.76483001172333
66.9,60.6,328.20000000000005,-60.55515695067265
25.0,34.0,134.0,-33.88
85.2,68.1,408.9,-68.06478873239436
81.6,36.6,363.0,-36.563235294117646
66.1,62.8,327.2,-62.75461422087746
6.4,98.4,124.0,-97.93125
43.4,44.5,218.1,-44.43087557603687
82.4,9.4,339.0,-9.36359223300971
2.8,62.5,73.7,-61.42857142857143
67.6,96.0,366.4,-95.95562130177515
86.9,76.0,423.6,-75.96547756041427
38.8,94.6,249.79999999999998,-94.52268041237113
95.2,23.9,404.7,-23.86848739495798
97.5,61.6,451.6,-61.56923076923077
26.3,18.2,123.4,-18.08593155893536
67.7,91.0,361.8,-90.95568685376662
74.4,44.9,342.5,-44.85967741935484
82.3,69.9,399.1,-69.86354799513974
33.3,40.9,174.1,-40.809909909909905
45.6,49.0,231.4,-48.93421052631579
27.4,22.0,131.6,-21.89051094890511
31.8,76.2,203.4,-76.10566037735849
24.5,4.0,102.0,-3.877551020408163
97.7,23.7,414.5,-23.669293756397135
58.4,16.3,249.9,-16.248630136986304
54.4,92.9,310.5,-92.84485294117647
28.9,84.3,199.89999999999998,-84.1961937716263
77.9,58.4,370.0,-58.3614890885751
38.6,86.0,240.4,-85.92227979274611
58.0,76.5,308.5,-76.44827586206897
2.3,38.8,48.0,-37.495652173913044
8.2,41.9,74.69999999999999,-41.53414634146341
55.4,93.6,315.2,-93.54584837545126
45.5,78.7,260.7,-78.63406593406593
28.9,37.6,153.2,-37.4961937716263
26.9,48.8,156.39999999999998,-48.68847583643122
45.7,97.4,280.20000000000005,-97.33435448577681
42.1,80.6,249.0,-80.52874109263658
21.2,99.7,184.5,-99.55849056603773
15.7,10.7,73.5,-10.508917197452229
55.5,3.9,225.9,-3.845945945945946
41.1,93.8,258.2,-93.72700729927007
94.7,23.6,402.40000000000003,-23.568321013727562
34.2,39.6,176.4,-39.512280701754385
71.1,72.0,356.4,-71.957805907173
90.3,59.8,421.0,-59.76677740863787
85.1,6.4,346.79999999999995,-6.364747356051704
97.8,63.6,454.8,-63.56932515337424
91.2,59.0,423.8,-58.9671052631579
99.8,62.1,461.3,-62.069939879759524
83.1,82.0,414.4,-81.96389891696751
23.5,58.5,152.5,-58.37234042553192
46.4,21.2,206.79999999999998,-21.135344827586206
66.5,12.2,278.2,-12.154887218045111
88.5,88.9,442.9,-88.86610169491526
75.2,70.5,371.3,-70.46010638297872
48.0,37.1,229.1,-37.0375
38.1,58.1,210.5,-58.02125984251968
4.1,19.9,36.3,-19.16829268292683
95.3,67.4,448.6,-67.3685204616999
56.7,27.6,254.4,-27.547089947089948
56.8,4.5,231.7,-4.447183098591549
2.6,28.5,38.9,-27.346153846153847
96.5,30.7,416.7,-30.668911917098445
37.5,22.0,172.0,-21.92
57.8,19.5,250.7,-19.44809688581315
89.9,38.3,397.90000000000003,-38.266629588431584
75.1,9.3,309.7,-9.260053262316912
38.3,85.9,239.1,-85.82167101827677
58.7,20.1,254.9,-20.048892674616695
20.5,73.1,155.1,-72.95365853658537
24.2,91.2,188.0,-91.07603305785125
74.5,58.8,356.8,-58.759731543624156
81.4,4.9,330.5,-4.863144963144964
78.9,73.9,389.5,-73.86197718631179
26.9,86.9,194.5,-86.78847583643123
48.2,95.6,288.4,-95.53775933609958
52.1,35.9,244.3,-35.84241842610365
56.5,95.1,321.1,-95.04690265486725
57.2,56.9,285.7,-56.847552447552445
34.0,90.7,226.7,-90.61176470588235
75.0,22.5,322.5,-22.46
15.2,8.2,69.0,-8.002631578947367
93.5,2.1,376.1,-2.0679144385026738
84.4,52.2,389.8,-52.16445497630332
71.2,11.4,296.2,-11.357865168539327
26.5,87.1,193.1,-86.98679245283019
75.4,28.4,330.0,-28.360212201591512
72.9,59.4,351.0,-59.35884773662551
48.9,22.0,217.6,-21.938650306748468
95.4,98.7,480.3,-98.6685534591195
36.4,4.7,150.29999999999998,-4.617582417582418
40.3,41.5,202.7,-41.425558312655085
39.2,89.2,246.0,-89.12346938775511
91.1,22.3,386.7,-22.267069154774973
50.8,5.6,208.79999999999998,-5.5409448818897635
14.7,59.7,118.5,-59.49591836734694
11.1,90.2,134.6,-89.92972972972973
71.1,51.4,335.79999999999995,-51.357805907172995
31.0,82.9,206.9,-82.80322580645162
82.1,14.7,343.09999999999997,-14.663459196102314
11.7,89.8,136.6,-89.54358974358973
93.6,95.0,469.4,-94.96794871794872
9.9,21.8,61.400000000000006,-21.496969696969696
47.2,40.1,228.9,-40.036440677966105
7.0,41.1,69.1,-40.67142857142857
93.8,7.0,382.2,-6.968017057569297
78.2,37.5,350.3,-37.4616368286445
31.2,19.8,144.6,-19.703846153846154
15.2,27.7,88.5,-27.50263157894737
14.3,78.2,135.4,-77.99020979020979
48.5,91.1,285.1,-91.0381443298969
70.9,40.2,323.8,-40.15768688293371
94.6,44.5,422.9,-44.46828752642706
5.4,27.6,49.2,-27.044444444444444
66.5,23.6,289.6,-23.554887218045113
19.8,59.1,138.3,-58.94848484848485
38.5,91.7,245.7,-91.62207792207792
50.9,93.8,297.4,-93.7410609037328
82.9,95.0,426.6,-94.96381182147165
10.7,71.5,114.3,-71.2196261682243
93.4,77.0,450.6,-76.9678800856531
44.5,50.1,228.1,-50.03258426966292
25.5,73.6,175.6,-73.48235294117646
19.5,92.4,170.4,-92.24615384615385
45.9,96.2,279.8,-96.13464052287581
36.6,3.7,150.1,-3.618032786885246
60.6,11.8,254.20000000000002,-11.750495049504952
41.8,98.4,265.6,-98.32822966507177
45.2,76.1,256.9,-76.03362831858406
25.3,2.6,103.8,-2.4814229249011857
18.4,89.7,163.3,-89.53695652173913
49.1,55.1,251.5,-55.03890020366599
76.0,31.9,335.9,-31.86052631578947
65.8,69.6,332.79999999999995,-69.55440729483283
97.6,65.0,455.4,-64.96926229508196
48.5,82.3,276.3,-82.2381443298969
34.5,24.9,162.9,-24.81304347826087
7.0,58.9,86.9,-58.47142857142857
72.0,44.0,332.0,-43.958333333333336
22.3,93.9,183.10000000000002,-93.76547085201794
5.7,25.4,48.2,-24.873684210526314
38.5,56.7,210.7,-56.62207792207793
61.6,3.5,249.9,-3.4512987012987013
86.1,30.9,375.29999999999995,-30.865156794425086
9.0,99.8,135.8,-99.46666666666667
34.8,29.0,168.2,-28.913793103448278
16.9,9.4,77.0,-9.222485207100592
8.6,97.2,131.6,-96.85116279069767
42.3,79.2,248.39999999999998,-79.1290780141844
92.7,20.5,391.3,-20.467637540453076
21.4,88.3,173.89999999999998,-88.15981308411214
13.4,42.5,96.1,-42.276119402985074
39.3,33.4,190.6,-33.3236641221374
29.4,84.7,202.3,-84.59795918367347
64.3,18.3,275.5,-18.25334370139969
41.8,94.1,261.29999999999995,-94.02822966507176
5.6,46.5,68.9,-45.964285714285715
90.4,21.8,383.40000000000003,-21.766814159292036
83.0,32.0,364.0,-31.96385542168675
11.2,82.3,127.1,-82.03214285714286
44.2,44.4,221.20000000000002,-44.332126696832574
89.5,4.4,362.4,-4.366480446927374
98.6,5.3,399.7,-5.269574036511156
75.0,22.5,322.5,-22.46
79.6,54.0,372.4,-53.962311557788944
27.3,1.2,110.4,-1.09010989010989
22.0,40.6,128.6,-40.46363636363637
80.4,8.6,330.20000000000005,-8.562686567164178
23.9,82.9,178.5,-82.7744769874477
86.2,27.6,372.40000000000003,-27.565197215777264
58.9,82.7,318.3,-82.6490662139219
97.9,88.1,479.70000000000005,-88.06935648621041
21.9,48.3,135.89999999999998,-48.16301369863013
43.3,40.0,213.2,-39.930715935334874
37.3,65.3,214.5,-65.2195710455764
16.1,82.0,146.4,-81.8136645962733
31.8,1.6,128.8,-1.5056603773584907
91.6,47.2,413.59999999999997,-47.16724890829695
15.7,28.8,91.6,-28.60891719745223
6.4,45.6,71.2,-45.13125
92.9,80.5,452.1,-80.46770721205597
50.7,75.8,278.6,-75.74082840236686
52.6,62.5,272.9,-62.44296577946768
35.9,1.2,144.79999999999998,-1.116434540389972
98.2,21.7,414.5,-21.669450101832993
6.0,40.0,64.0,-39.5
42.5,66.4,236.4,-66.32941176470588
62.4,80.2,329.8,-80.15192307692308
51.6,70.4,276.8,-70.34186046511628
80.7,91.1,413.9,-91.06282527881041
39.1,2.9,159.3,-2.8232736572890023
40.7,42.1,204.9,-42.02628992628993
85.9,77.7,421.3,-77.665075669383
71.8,31.1,318.3,-31.058217270194987
78.5,7.8,321.8,-7.761783439490445
50.3,6.1,207.29999999999998,-6.040357852882703
54.5,78.5,296.5,-78.44495412844037
22.2,7.6,96.39999999999999,-7.464864864864865
12.8,30.9,82.1,-30.665625
33.3,30.0,163.2,-29.90990990990991
66.8,50.7,317.9,-50.65508982035929
54.3,56.1,273.3,-56.04475138121547
84.0,23.3,359.3,-23.264285714285716
94.2,92.4,469.20000000000005,-92.36815286624204
44.3,95.0,272.2,-94.93227990970655
61.3,43.9,289.09999999999997,-43.8510603588907
32.3,49.8,179.0,-49.707120743034054
26.5,2.8,108.8,-2.6867924528301885
27.6,32.6,143.0,-32.49130434782609
28.2,28.7,141.5,-28.593617021276597
76.8,74.0,381.2,-73.9609375
5.2,22.5,43.3,-21.923076923076923
8.6,52.1,86.5,-51.75116279069768
77.2,91.7,400.5,-91.66113989637306
79.2,82.8,399.6,-82.76212121212122
84.5,27.7,365.7,-27.664497041420116
64.7,38.6,297.40000000000003,-38.553632148377126
89.9,98.4,458.0,-98.36662958843159
16.6,21.6,88.0,-21.419277108433736
96.0,30.7,414.7,-30.66875
57.7,98.6,329.4,-98.54800693240901
34.7,11.9,150.70000000000002,-11.813544668587896
30.0,18.4,138.4,-18.299999999999997
46.5,81.9,267.9,-81.83548387096775
49.6,3.9,202.3,-3.839516129032258
63.1,25.2,277.6,-25.15245641838352
14.3,44.2,101.4,-43.990209790209796
88.9,24.9,380.5,-24.86625421822272
15.4,1.6,63.2,-1.4051948051948053
14.2,80.6,137.39999999999998,-80.38873239436619
65.5,84.9,346.9,-84.85419847328245
8.4,50.5,84.1,-50.142857142857146
52.2,50.7,259.5,-50.64252873563219
32.3,78.7,207.89999999999998,-78.60712074303406
66.7,94.7,361.5,-94.65502248875562
81.2,71.7,396.5,-71.66305418719212
34.7,60.4,199.20000000000002,-60.313544668587895
22.1,26.1,114.5,-25.96425339366516
53.3,16.5,229.7,-16.443714821763603
24.4,98.1,195.7,-97.97704918032787
45.5,43.8,225.8,-43.73406593406593
8.0,36.8,68.8,-36.425
6.7,87.1,113.89999999999999,-86.65223880597014
52.8,13.2,224.39999999999998,-13.143181818181818
84.4,87.9,425.5,-87.86445497630332
10.3,52.6,93.80000000000001,-52.30873786407767
38.5,88.4,242.4,-88.32207792207792
72.2,22.5,311.3,-22.458448753462605
28.2,89.4,202.2,-89.2936170212766
51.7,36.6,243.4,-36.541972920696324
82.7,47.1,377.90000000000003,-47.06372430471584
73.1,97.2,389.59999999999997,-97.15896032831738
81.9,47.9,375.5,-47.86336996336996
44.6,70.5,248.9,-70.43273542600897
98.8,9.0,404.2,-8.969635627530364
26.4,50.2,155.8,-50.086363636363636
67.7,86.5,357.3,-86.45568685376662
96.4,2.4,388.0,-2.3688796680497926
94.6,94.4,472.79999999999995,-94.36828752642707
35.3,30.5,171.7,-30.415014164305948
23.7,90.0,184.8,-89.87341772151899
57.5,44.0,274.0,-43.947826086956525
1.0,26.6,30.6,-23.6
69.1,14.9,291.29999999999995,-14.85658465991317
1.2,7.3,12.1,-4.8
12.5,44.9,94.9,-44.66
42.1,23.2,191.6,-23.128741092636577
78.6,12.1,326.5,-12.061832061068701
23.5,74.0,168.0,-73.87234042553192
43.0,28.5,200.5,-28.430232558139537
5.9,52.1,75.7,-51.59152542372882
70.7,6.9,289.7,-6.857567185289958
96.2,84.6,469.4,-84.56881496881496
68.3,6.6,279.8,-6.556076134699853
78.2,54.3,367.1,-54.2616368286445
46.2,81.7,266.5,-81.63506493506493
85.1,73.2,413.59999999999997,-73.1647473560517
61.9,82.9,330.5,-82.85153473344104
63.5,1.2,255.2,-1.152755905511811
66.3,77.5,342.7,-77.45475113122171
87.3,65.9,415.1,-65.86563573883161
73.5,76.0,370.0,-75.95918367346938
33.1,86.2,218.60000000000002,-86.10936555891239
51.8,91.6,298.79999999999995,-91.54208494208494
32.0,47.7,175.7,-47.60625
18.3,81.8,155.0,-81.6360655737705
12.7,97.4,148.2,-97.16377952755906
61.1,5.4,249.8,-5.350900163666122
99.3,65.9,463.1,-65.86978851963747
14.7,99.2,158.0,-98.99591836734695
72.1,47.5,335.9,-47.45839112343967
32.2,64.4,193.20000000000002,-64.30683229813665
38.2,48.7,201.5,-48.62146596858639
96.5,78.0,464.0,-77.96891191709845
58.0,13.8,245.8,-13.748275862068967
69.8,5.6,284.8,-5.55702005730659
73.7,97.3,392.1,-97.25929443690637
69.9,27.6,307.20000000000005,-27.557081545064378
5.0,82.8,102.8,-82.2
97.4,70.1,459.70000000000005,-70.06919917864475
45.2,3.4,184.20000000000002,-3.3336283185840707
49.3,97.8,295.0,-97.7391480730223
29.9,95.3,214.89999999999998,-95.19966555183946
1.0,21.7,25.7,-18.7
71.6,60.6,347.0,-60.55810055865922
95.5,58.3,440.3,-58.26858638743455
44.2,66.7,243.5,-66.63212669683259
35.3,60.7,201.89999999999998,-60.615014164305954
82.0,19.2,347.2,-19.163414634146342
58.9,22.4,258.0,-22.3490662139219
64.3,96.5,353.7,-96.45334370139969
28.9,27.0,142.6,-26.896193771626297
24.3,49.8,147.0,-49.67654320987654
9.9,14.0,53.6,-13.696969696969697
69.0,53.5,329.5,-53.45652173913044
84.7,99.6,438.4,-99.56458087367177
8.5,55.3,89.3,-54.94705882352941
36.5,1.9,147.9,-1.8178082191780822
95.5,20.8,402.8,-20.768586387434556
31.9,16.8,144.4,-16.705956112852665
95.1,50.9,431.29999999999995,-50.86845425867508
35.3,69.0,210.2,-68.91501416430594
16.2,79.7,144.5,-79.51481481481481
18.0,86.5,158.5,-86.33333333333333
44.3,72.3,249.5,-72.23227990970655
39.7,21.4,180.20000000000002,-21.324433249370276
85.7,84.7,427.5,-84.66499416569428
51.2,21.5,226.3,-21.44140625
34.6,82.9,221.3,-82.81329479768787
94.9,63.3,442.90000000000003,-63.26838777660695
23.5,3.0,97.0,-2.872340425531915
76.1,10.0,314.4,-9.960578186596583
50.4,58.2,259.8,-58.14047619047619
66.0,7.5,271.5,-7.454545454545454
54.3,2.4,219.6,-2.3447513812154694
47.8,65.6,256.79999999999995,-65.53723849372385
21.2,95.9,180.7,-95.75849056603774
88.3,68.6,421.79999999999995,-68.56602491506229
82.0,55.7,383.7,-55.66341463414634
42.7,74.4,245.20000000000002,-74.32974238875879
88.0,2.1,354.1,-2.065909090909091
12.0,10.9,58.9,-10.65
13.0,33.7,85.7,-33.46923076923077
46.9,9.3,196.9,-9.236034115138594
92.1,34.5,402.9,-34.46742671009772
33.6,13.0,147.4,-12.910714285714286
71.2,38.2,323.0,-38.15786516853933
48.7,22.6,217.4,-22.53839835728953
97.5,23.5,413.5,-23.46923076923077
1.6,77.2,83.60000000000001,-75.325
30.3,48.5,169.7,-48.4009900990099
21.1,20.8,105.2,-20.65781990521327
84.5,65.5,403.5,-65.46449704142012
41.1,83.1,247.5,-83.02700729927007
71.4,13.2,298.8,-13.15798319327731
13.5,25.6,79.6,-25.37777777777778
64.2,69.9,326.70000000000005,-69.85327102803738
51.1,65.2,269.6,-65.1412915851272
30.3,50.1,171.3,-50.000990099009904
38.3,45.3,198.5,-45.22167101827676
28.3,98.1,211.3,-97.99399293286218
39.6,91.9,250.3,-91.82424242424243
87.0,4.9,352.9,-4.865517241379311
3.3,45.8,59.0,-44.89090909090909
9.1,64.2,100.6,-63.870329670329674
74.6,95.7,394.09999999999997,-95.65978552278821
15.4,35.1,96.7,-34.9051948051948
15.2,38.2,99.0,-38.00263157894737
81.0,97.2,421.2,-97.16296296296296
43.7,77.8,252.60000000000002,-77.73135011441647
35.6,64.6,207.0,-64.51573033707865
64.1,36.0,292.4,-35.95319812792512
29.2,32.3,149.1,-32.1972602739726
91.3,73.6,438.79999999999995,-73.56714129244249
90.7,2.7,365.5,-2.6669239250275636
89.4,24.5,382.1,-24.466442953020135
43.9,7.3,182.9,-7.231662870159453
92.5,18.0,388.0,-17.967567567567567
5.5,55.8,77.8,-55.25454545454545
56.3,24.6,249.79999999999998,-24.546714031971582
81.4,65.9,391.5,-65.86314496314498
43.2,72.1,244.9,-72.03055555555555
29.2,75.2,192.0,-75.09726027397261
57.2,25.7,254.5,-25.647552447552446
14.7,15.0,73.8,-14.795918367346939
78.1,16.7,329.09999999999997,-16.66158770806658
77.1,81.1,389.5,-81.06108949416341
2.1,53.5,61.9,-52.07142857142857
65.5,45.8,307.8,-45.75419847328244
15.1,68.6,129.0,-68.40132450331126
33.1,93.0,225.4,-92.90936555891238
11.7,2.8,49.599999999999994,-2.5435897435897434
50.5,26.4,228.4,-26.34059405940594
6.0,19.5,43.5,-19.0
78.7,63.6,378.40000000000003,-63.56188055908513
37.7,71.3,222.10000000000002,-71.22042440318302
1.8,20.6,27.8,-18.933333333333334
24.8,56.3,155.5,-56.17903225806452
31.8,65.7,192.9,-65.60566037735849
78.8,70.8,386.0,-70.76192893401014
9.2,70.3,107.1,-69.97391304347826
41.4,16.1,181.7,-16.02753623188406
35.7,36.9,179.70000000000002,-36.81596638655462
8.2,17.4,50.199999999999996,-17.034146341463412
63.9,84.2,339.8,-84.1530516431925
25.8,57.5,160.7,-57.383720930232556
27.8,50.6,161.8,-50.49208633093525
25.5,39.0,141.0,-38.88235294117647
94.9,42.8,422.40000000000003,-42.76838777660695
76.8,55.7,362.9,-55.6609375
24.0,67.0,163.0,-66.875
7.9,46.7,78.30000000000001,-46.320253164556966
36.6,25.1,171.5,-25.018032786885247
60.4,72.7,314.3,-72.65033112582782
92.1,75.0,443.4,-74.96742671009773
26.9,2.7,110.3,-2.588475836431227
52.7,96.9,307.70000000000005,-96.84307400379507
85.5,24.0,366.0,-23.964912280701753
65.6,31.7,294.09999999999997,-31.654268292682925
70.9,33.2,316.8,-33.15768688293371
19.5,19.8,97.8,-19.646153846153847
25.4,96.7,198.3,-96.58188976377953
9.8,54.6,93.80000000000001,-54.29387755102041
12.4,62.6,112.2,-62.35806451612903
70.9,97.4,381.0,-97.35768688293372
35.5,87.4,229.4,-87.31549295774649
76.7,28.5,335.3,-28.46088657105606
93.8,78.4,453.6,-78.3680170575693
26.0,13.1,117.1,-12.984615384615385
33.6,21.6,156.0,-21.510714285714286
16.8,92.4,159.60000000000002,-92.22142857142858
55.2,38.4,259.2,-38.345652173913045
70.8,53.4,336.59999999999997,-53.35762711864407
41.3,80.2,245.39999999999998,-80.1273607748184
92.2,88.0,456.8,-87.96746203904556
37.5,99.8,249.8,-99.72
13.4,65.1,118.69999999999999,-64.87611940298507
49.8,62.0,261.2,-61.93975903614458
41.4,55.7,221.3,-55.62753623188406
42.0,91.3,259.3,-91.22857142857143
83.0,26.6,358.6,-26.56385542168675
87.0,8.6,356.6,-8.56551724137931
38.7,46.6,201.4,-46.522480620155044
93.7,82.6,457.4,-82.56798292422624
91.9,97.6,465.20000000000005,-97.56735582154515
90.2,62.9,423.7,-62.866740576496674
90.5,26.0,388.0,-25.96685082872928
98.1,54.3,446.7,-54.26941896024464
5.3,55.8,77.0,-55.23396226415094
28.0,54.1,166.1,-53.99285714285715
83.4,14.2,347.8,-14.164028776978416
21.1,80.8,165.2,-80.65781990521327
71.3,24.0,309.2,-23.957924263674613
68.9,41.0,316.6,-40.95645863570392
61.7,61.6,308.40000000000003,-61.55137763371151
32.2,43.9,172.70000000000002,-43.80683229813665
52.6,90.7,301.1,-90.64296577946769
31.8,94.5,221.7,-94.40566037735849
69.8,86.0,365.2,-85.9570200573066
78.3,57.2,370.4,-57.161685823754794
49.6,99.7,298.1,-99.63951612903226
64.1,11.8,268.2,-11.753198127925117
10.4,46.9,88.5,-46.61153846153846
67.1,42.1,310.5,-42.05529061102832
77.9,27.1,338.70000000000005,-27.061489088575097
95.4,77.1,458.70000000000005,-77.06855345911949
36.9,53.5,201.1,-53.41869918699187
84.3,66.1,403.29999999999995,-66.0644128113879
22.8,2.1,93.3,-1.968421052631579
74.6,69.8,368.2,-69.7597855227882
75.4,34.3,335.90000000000003,-34.26021220159151
67.8,11.1,282.3,-11.05575221238938
62.4,48.9,298.5,-48.85192307692308
10.9,19.8,63.400000000000006,-19.524770642201837
84.6,33.1,371.5,-33.0645390070922
20.9,70.3,153.89999999999998,-70.15645933014353
24.8,1.8,101.0,-1.6790322580645163
98.8,26.7,421.9,-26.669635627530365
1.3,17.5,22.7,-15.192307692307693
65.1,35.4,295.79999999999995,-35.353917050691244
51.4,9.6,215.2,-9.541634241245136
97.6,31.3,421.7,-31.26926229508197
70.7,14.2,297.0,-14.157567185289956
58.5,49.6,283.6,-49.54871794871795
27.7,5.9,116.7,-5.791696750902528
69.8,45.7,324.9,-45.657020057306596
32.7,15.4,146.20000000000002,-15.308256880733945
58.1,61.9,294.3,-61.848364888123925
44.3,52.8,230.0,-52.73227990970654
31.1,47.2,171.60000000000002,-47.10353697749196
65.5,94.2,356.2,-94.15419847328245
22.1,55.7,144.10000000000002,-55.56425339366516
